"CUST_ID","EDUCATION","OCCUPATION","HOUSEHOLD_SIZE","YRS_RESIDENCE","AFFINITY_CARD","BULK_PACK_DISKETTES","FLAT_PANEL_MONITOR","HOME_THEATER_PACKAGE","BOOKKEEPING_APPLICATION","PRINTER_SUPPLIES","Y_BOX_GAMES","OS_DOC_SET_KANJI","COMMENTS"
101364,"< Bach.","?","1",3,0,1,1,0,1,1,1,0,""
104452,"< Bach.","?","1",3,0,1,1,0,1,1,1,0,""
104158,"Assoc-V","Handler","1",3,0,1,1,0,1,1,1,0,""
103434,"HS-grad","Other","1",3,0,0,0,1,1,1,0,0,""
101933,"9th","Other","1",5,0,1,1,1,0,1,0,0,""
102273,"HS-grad","Exec.","1",5,0,0,0,0,1,1,0,0,""
102201,"11th","Crafts","1",7,1,1,1,1,0,1,0,0,""
101207,"Bach.","Prof.","2",1,0,1,1,0,1,1,1,0,""
103954,"Profsc","Prof.","2",1,0,1,1,0,1,1,1,0,""
101480,"< Bach.","TechSup","2",1,0,1,1,0,1,1,1,0,""
102837,"9th","?","2",2,0,0,0,1,0,1,0,0,""
100873,"< Bach.","Machine","2",2,0,1,1,0,1,1,1,0,""
103459,"< Bach.","Machine","2",2,0,1,1,0,1,1,1,0,""
102303,"HS-grad","Farming","2",2,0,1,1,0,1,1,1,0,""
102439,"10th","Cleric.","2",3,0,0,0,0,0,1,1,0,""
102433,"Bach.","Prof.","2",3,0,1,1,0,1,1,0,0,""
101202,"Profsc","Prof.","2",3,0,1,1,0,1,1,1,0,""
101217,"5th-6th","Crafts","2",3,0,1,0,0,0,1,1,0,""
102270,"7th-8th","Handler","2",3,0,1,1,0,0,1,0,0,""
103116,"< Bach.","Exec.","2",3,0,0,0,1,1,1,0,0,""
101187,"< Bach.","Other","2",3,1,1,1,0,1,1,1,0,""
102008,"< Bach.","Prof.","2",3,0,0,0,0,1,1,1,0,""
101247,"< Bach.","Cleric.","2",3,0,1,1,0,1,1,1,0,""
103484,"Assoc-A","Other","2",3,0,0,0,0,1,1,1,0,""
103728,"HS-grad","Exec.","2",3,0,0,0,0,1,1,0,0,""
104200,"HS-grad","Exec.","2",3,0,0,0,0,1,1,1,0,""
101881,"HS-grad","Other","2",3,0,1,1,0,1,1,1,0,""
100298,"HS-grad","Crafts","2",3,0,0,0,0,1,1,0,0,""
103968,"HS-grad","Cleric.","2",3,0,1,1,0,1,1,1,0,""
104134,"HS-grad","Machine","2",3,0,0,0,0,1,1,0,0,""
103712,"10th","Transp.","2",4,0,1,1,0,0,1,1,0,""
101738,"12th","?","2",4,0,0,0,1,0,1,0,0,""
100506,"Bach.","Prof.","2",4,1,1,1,0,1,1,0,0,""
100843,"Bach.","Prof.","2",4,1,1,1,0,1,1,0,0,""
101586,"< Bach.","Exec.","2",4,0,1,1,0,1,1,0,0,""
100692,"< Bach.","Prof.","2",4,0,1,1,1,1,1,0,0,""
101295,"< Bach.","Prof.","2",4,0,1,1,1,1,1,0,0,""
102263,"Assoc-V","Cleric.","2",4,0,1,1,1,1,1,0,0,""
101951,"HS-grad","Crafts","2",4,0,1,1,1,1,1,0,0,""
100924,"HS-grad","Crafts","2",4,0,1,1,1,1,1,0,0,""
103835,"HS-grad","Crafts","2",4,0,0,0,1,1,1,0,0,""
103793,"HS-grad","Cleric.","2",4,0,1,1,1,1,1,0,0,""
102341,"HS-grad","Handler","2",4,0,1,0,1,1,1,0,0,""
102784,"HS-grad","Machine","2",4,0,0,0,1,1,1,0,0,""
101845,"Bach.","Prof.","2",5,0,0,0,1,1,1,0,0,""
103113,"< Bach.","Prof.","2",5,1,1,0,1,1,1,0,0,""
102389,"< Bach.","Cleric.","2",5,0,1,1,1,1,1,0,0,""
102791,"Assoc-V","Prof.","2",5,0,1,0,1,1,1,0,0,""
102371,"Assoc-V","Cleric.","2",5,0,1,1,1,1,1,0,0,""
103551,"Assoc-V","Machine","2",5,0,1,1,1,1,1,0,0,""
101566,"Bach.","Exec.","2",6,0,1,1,1,1,1,0,0,""
102103,"HS-grad","Other","2",6,0,1,1,1,1,1,0,0,""
102753,"PhD","Prof.","2",7,0,0,0,1,1,1,0,0,""
100433,"< Bach.","Cleric.","2",7,0,0,0,1,1,1,0,0,""
103619,"HS-grad","Prof.","2",7,1,1,1,1,1,1,0,0,""
101777,"< Bach.","Farming","2",8,1,0,0,1,1,1,0,0,""
100750,"Masters","Prof.","2",8,1,1,1,1,1,1,0,0,""
103569,"Bach.","Exec.","2",10,1,1,1,1,1,1,0,0,""
100656,"< Bach.","?","3",2,0,1,1,1,1,1,0,0,""
103768,"HS-grad","Crafts","3",2,0,1,1,0,1,1,1,0,""
102469,"Bach.","Exec.","3",3,1,1,1,0,1,1,1,0,""
103778,"Bach.","Prof.","3",3,1,1,1,0,1,1,0,0,""
101250,"Profsc","Sales","3",3,0,1,1,0,1,1,0,0,""
101313,"5th-6th","Crafts","3",3,0,1,1,0,0,1,1,0,""
101181,"< Bach.","Cleric.","3",3,0,0,0,0,1,1,0,0,""
101293,"Assoc-A","Exec.","3",3,0,1,1,0,1,1,1,0,""
100477,"Assoc-V","Prof.","3",3,0,1,1,0,1,1,1,0,""
102936,"HS-grad","Crafts","3",3,0,1,1,0,1,1,0,0,""
100834,"HS-grad","Crafts","3",3,0,1,1,0,1,1,0,0,""
101682,"HS-grad","Handler","3",3,0,1,1,0,1,1,0,0,""
102603,"HS-grad","Handler","3",3,0,1,1,0,1,1,1,0,""
101783,"HS-grad","Machine","3",3,0,1,1,0,1,1,1,0,""
100718,"HS-grad","Transp.","3",3,0,1,1,0,1,1,0,0,""
102368,"Bach.","TechSup","3",4,1,0,0,1,1,1,0,0,""
100421,"< Bach.","Exec.","3",4,1,1,1,0,1,1,1,0,""
103446,"< Bach.","Exec.","3",4,0,0,0,1,1,1,0,0,""
104117,"< Bach.","TechSup","3",4,1,1,1,1,1,1,0,0,""
101045,"Assoc-A","Machine","3",4,0,0,0,1,1,1,0,0,""
100758,"Assoc-V","Crafts","3",4,1,0,0,1,1,1,0,0,""
100522,"HS-grad","Exec.","3",4,1,1,1,1,1,1,0,0,""
102814,"HS-grad","Prof.","3",4,1,1,1,1,1,1,0,0,""
100796,"HS-grad","Crafts","3",4,1,1,1,1,1,1,0,0,""
103509,"HS-grad","Crafts","3",4,0,1,1,1,1,1,0,0,""
101877,"HS-grad","Machine","3",4,0,0,0,1,1,1,0,0,""
100683,"HS-grad","Machine","3",4,0,1,1,1,1,1,0,0,""
101020,"HS-grad","Transp.","3",4,0,1,1,1,1,1,0,0,""
101026,"Masters","Prof.","3",4,1,0,0,1,1,1,0,0,""
101031,"Masters","Prof.","3",4,1,1,1,1,1,1,0,0,""
101846,"Bach.","Cleric.","3",5,1,1,0,1,1,1,0,0,""
101990,"Profsc","Prof.","3",5,0,0,0,1,1,1,0,0,""
104351,"Profsc","Prof.","3",5,1,1,1,1,1,1,0,0,""
103792,"< Bach.","Sales","3",5,0,1,1,1,1,1,0,0,""
101971,"< Bach.","Farming","3",5,0,0,0,1,1,1,0,0,""
102852,"< Bach.","Farming","3",5,1,0,0,1,1,1,0,0,""
103137,"Assoc-V","Exec.","3",5,1,1,1,1,1,1,0,0,""
102898,"HS-grad","Exec.","3",5,0,1,1,1,1,1,0,0,""
103641,"HS-grad","Exec.","3",5,1,1,1,1,1,1,0,0,""
103981,"HS-grad","Sales","3",5,0,0,0,1,1,1,0,0,""
101767,"HS-grad","Crafts","3",5,0,0,0,0,1,1,1,0,""
102227,"HS-grad","Crafts","3",5,0,0,0,1,1,1,0,0,""
101419,"HS-grad","Crafts","3",5,0,0,0,1,1,1,0,0,""
102384,"HS-grad","Handler","3",5,0,1,1,1,1,1,0,0,""
103343,"HS-grad","TechSup","3",5,1,0,0,1,1,1,0,0,""
101900,"HS-grad","Transp.","3",5,0,0,0,1,1,1,0,0,""
101822,"Masters","Exec.","3",5,1,1,1,1,1,1,0,0,""
100229,"9th","Transp.","3",6,1,0,0,1,0,1,0,0,""
103311,"10th","Transp.","3",6,0,0,0,1,0,1,0,0,""
100149,"11th","Farming","3",6,1,0,0,1,0,1,0,0,""
100332,"Bach.","?","3",6,0,1,1,1,1,1,0,0,""
100425,"Bach.","Exec.","3",6,1,1,1,1,1,1,0,0,""
102661,"Profsc","Prof.","3",6,1,1,1,1,1,1,0,0,""
101428,"Profsc","Prof.","3",6,0,1,1,0,1,1,1,0,""
104462,"< Bach.","Prof.","3",6,0,0,0,1,1,1,0,0,""
104276,"< Bach.","Crafts","3",6,1,1,1,1,1,1,0,0,""
100163,"HS-grad","Other","3",6,0,1,1,1,1,1,0,0,""
100408,"HS-grad","Sales","3",6,0,0,0,1,1,1,0,0,""
104442,"HS-grad","Sales","3",6,1,1,1,1,1,1,0,0,""
102917,"HS-grad","Crafts","3",6,0,0,0,1,1,1,0,0,""
103365,"HS-grad","Machine","3",6,1,1,1,1,1,1,0,0,""
100780,"Profsc","Exec.","3",7,1,1,1,1,1,1,0,0,""
102189,"Profsc","Prof.","3",7,1,0,0,1,1,1,0,0,""
100442,"Profsc","Prof.","3",7,1,1,1,1,1,1,0,0,""
104206,"Profsc","Prof.","3",7,1,0,0,1,1,1,0,0,""
104112,"Assoc-A","Protec.","3",7,1,1,1,1,1,1,0,0,""
102749,"Bach.","Sales","3",8,0,1,0,1,1,1,0,0,""
102295,"< Bach.","Sales","3",8,0,1,1,1,1,1,0,0,""
100023,"HS-grad","Sales","3",8,0,1,1,1,1,1,0,0,""
100470,"HS-grad","Farming","3",8,0,0,0,1,1,1,0,0,""
101454,"< Bach.","Exec.","3",9,1,0,0,1,1,1,0,0,""
103566,"< Bach.","Transp.","3",9,0,0,0,1,1,1,0,0,""
103674,"< Bach.","Exec.","3",10,1,1,1,1,1,1,0,0,""
101188,"< Bach.","Sales","9+",2,0,0,0,0,1,1,0,0,""
101155,"< Bach.","Cleric.","9+",2,0,1,1,0,1,1,1,0,""
102770,"HS-grad","Other","9+",2,0,0,0,1,1,1,0,0,""
103933,"HS-grad","Other","9+",2,0,1,1,0,1,1,1,0,""
102024,"HS-grad","Crafts","9+",2,0,0,0,0,1,1,1,0,""
104037,"Bach.","Sales","9+",3,0,1,1,0,1,1,0,0,""
103377,"5th-6th","Other","9+",3,0,1,1,0,0,1,0,0,""
103210,"7th-8th","?","9+",3,0,0,0,1,0,1,0,0,""
103168,"Assoc-A","Cleric.","9+",3,0,1,1,0,1,1,1,0,""
104336,"HS-grad","Crafts","9+",3,0,0,0,0,1,1,1,0,""
102642,"HS-grad","Transp.","9+",3,0,1,1,0,1,1,1,0,""
103075,"< Bach.","Exec.","9+",4,0,0,0,1,1,1,0,0,""
101587,"< Bach.","Prof.","9+",4,0,1,1,1,1,1,0,0,""
102036,"Assoc-V","TechSup","9+",4,0,0,0,1,1,1,0,0,""
100807,"HS-grad","Prof.","9+",4,0,1,1,1,1,1,0,0,""
102452,"HS-grad","Cleric.","9+",4,0,1,1,1,1,1,0,0,""
103423,"HS-grad","Cleric.","9+",4,0,1,1,1,1,1,0,0,""
100289,"9th","Crafts","9+",5,0,0,0,1,0,1,0,0,""
102561,"10th","Other","9+",5,0,0,0,1,0,1,0,0,""
100766,"Profsc","Prof.","9+",5,0,1,1,1,1,1,0,0,""
102752,"HS-grad","Exec.","9+",5,0,0,0,1,1,1,0,0,""
103105,"HS-grad","Prof.","9+",5,0,1,1,1,1,1,0,0,""
101209,"HS-grad","Crafts","9+",5,0,0,0,1,1,1,0,0,""
102055,"HS-grad","Cleric.","9+",5,0,1,1,1,1,1,0,0,""
103920,"HS-grad","Cleric.","9+",5,1,0,0,1,1,1,0,0,""
100529,"HS-grad","Machine","9+",5,0,0,0,1,1,1,0,0,""
101791,"Masters","Exec.","9+",5,1,0,0,1,1,1,0,0,""
101980,"10th","Prof.","9+",6,0,0,0,1,0,1,0,0,""
101378,"Masters","Prof.","9+",9,0,1,1,1,1,1,0,0,""
101458,"Bach.","Exec.","4-5",2,0,0,0,0,1,1,1,0,""
102859,"HS-grad","Handler","4-5",2,1,0,0,1,1,1,0,0,""
100438,"PhD","Prof.","4-5",3,1,1,1,1,1,1,0,0,""
101577,"< Bach.","Exec.","4-5",3,1,0,0,0,1,1,0,0,""
102269,"HS-grad","Crafts","4-5",3,0,1,1,0,1,1,0,0,""
100152,"HS-grad","TechSup","4-5",3,0,0,0,0,1,1,0,0,""
100166,"< Bach.","Exec.","4-5",4,1,1,1,1,1,1,0,0,""
103318,"< Bach.","Transp.","4-5",4,1,1,1,1,1,1,0,0,""
103386,"HS-grad","Exec.","4-5",4,0,1,1,1,1,1,0,0,""
101206,"HS-grad","Crafts","4-5",4,1,1,1,1,1,1,0,0,""
104394,"Bach.","Prof.","4-5",5,1,1,1,1,1,1,0,0,""
102436,"< Bach.","Cleric.","4-5",6,1,1,1,1,1,1,0,0,""
103972,"HS-grad","Exec.","4-5",6,1,1,1,1,1,1,0,0,""
101727,"< Bach.","Crafts","6-8",3,0,0,0,0,1,1,0,0,""
103805,"HS-grad","Cleric.","6-8",3,0,1,1,0,1,1,1,0,""
100423,"HS-grad","Prof.","6-8",5,0,1,0,1,1,1,0,0,""
102760,"11th","Farming","1",1,0,0,0,0,0,1,1,0,"I love the new on-line documentation."
100125,"Bach.","TechSup","1",1,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
103432,"< Bach.","Sales","1",1,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
101602,"< Bach.","Cleric.","1",1,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
103479,"< Bach.","Farming","1",1,0,1,0,0,1,1,1,0,"I love the new on-line documentation."
103651,"< Bach.","TechSup","1",1,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100129,"Assoc-A","Machine","1",1,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
101890,"HS-grad","Sales","1",1,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
103756,"Bach.","Prof.","1",2,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100076,"< Bach.","Other","1",2,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100200,"< Bach.","Other","1",2,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
103771,"< Bach.","Prof.","1",2,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
104406,"< Bach.","Cleric.","1",2,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
103964,"< Bach.","Machine","1",2,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100858,"12th","Transp.","1",3,0,1,1,0,0,1,1,0,"I love the new on-line documentation."
103993,"12th","Transp.","1",3,0,1,1,0,0,1,1,0,"I love the new on-line documentation."
101405,"Bach.","TechSup","1",3,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
100180,"< Bach.","Prof.","1",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100187,"< Bach.","TechSup","1",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
101008,"HS-grad","Machine","1",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100576,"Bach.","Sales","1",4,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
101624,"< Bach.","Other","1",4,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
100460,"< Bach.","Crafts","1",4,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
103948,"< Bach.","Cleric.","1",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
101724,"HS-grad","Machine","1",4,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
102976,"HS-grad","Handler","1",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
100930,"Bach.","Prof.","2",0,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
104082,"Bach.","Prof.","2",1,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
103028,"Bach.","Cleric.","2",1,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100743,"< Bach.","Cleric.","2",1,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
103553,"< Bach.","Cleric.","2",1,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
101440,"Bach.","Exec.","2",2,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100825,"Bach.","Protec.","2",2,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
102344,"< Bach.","Cleric.","2",2,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
102672,"< Bach.","Cleric.","2",2,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
104416,"HS-grad","?","2",2,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
100030,"HS-grad","Other","2",2,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100011,"9th","Farming","2",3,0,0,0,0,0,1,0,0,"I love the new on-line documentation."
103952,"11th","Transp.","2",3,0,1,0,0,0,1,1,0,"I love the new on-line documentation."
101979,"Bach.","Exec.","2",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100218,"Bach.","Sales","2",3,0,1,1,0,1,1,0,0,"I love the new on-line documentation."
102255,"HS-grad","Other","2",3,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
101675,"HS-grad","Sales","2",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
104048,"HS-grad","Sales","2",3,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
102146,"HS-grad","Crafts","2",3,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
100832,"HS-grad","Crafts","2",3,0,0,0,0,1,1,1,0,"I love the new on-line documentation."
102639,"HS-grad","House-s","2",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100410,"10th","Transp.","2",4,0,1,1,0,0,1,1,0,"I love the new on-line documentation."
102327,"Bach.","Sales","2",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
101977,"< Bach.","Crafts","2",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
102872,"Assoc-V","TechSup","2",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
103401,"HS-grad","Crafts","2",4,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
103431,"HS-grad","Handler","2",4,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
102234,"Bach.","Other","2",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
101820,"Bach.","Farming","2",5,0,1,0,1,1,1,0,0,"I love the new on-line documentation."
100625,"< Bach.","Crafts","2",5,0,0,0,0,1,1,0,0,"I love the new on-line documentation."
101340,"< Bach.","Cleric.","2",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
104128,"Assoc-A","TechSup","2",5,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
100645,"HS-grad","Sales","2",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
103455,"HS-grad","Sales","2",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
102369,"Assoc-V","Cleric.","2",6,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
100771,"HS-grad","Cleric.","2",6,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
103604,"HS-grad","Handler","2",6,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
102313,"HS-grad","Exec.","2",7,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
103742,"Masters","Prof.","2",7,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
104310,"Assoc-A","Exec.","2",8,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
103152,"HS-grad","Crafts","3",2,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
103141,"Bach.","Sales","3",3,0,1,1,0,1,1,0,0,"I love the new on-line documentation."
104225,"5th-6th","Machine","3",3,0,1,1,0,0,1,1,0,"I love the new on-line documentation."
102558,"7th-8th","Farming","3",3,0,1,1,0,0,1,1,0,"I love the new on-line documentation."
103557,"< Bach.","Other","3",3,0,0,0,0,1,1,0,0,"I love the new on-line documentation."
104172,"< Bach.","Sales","3",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
101880,"< Bach.","Crafts","3",3,0,1,1,0,1,1,0,0,"I love the new on-line documentation."
102291,"< Bach.","Cleric.","3",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
102456,"HS-grad","Exec.","3",3,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
100585,"HS-grad","Exec.","3",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
101133,"HS-grad","Crafts","3",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
102191,"HS-grad","Cleric.","3",3,0,1,1,0,1,1,0,0,"I love the new on-line documentation."
100182,"HS-grad","Machine","3",3,0,1,1,0,1,1,0,0,"I love the new on-line documentation."
100398,"Bach.","Other","3",4,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
100850,"< Bach.","Crafts","3",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
104284,"Assoc-A","Farming","3",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
102781,"HS-grad","Crafts","3",4,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
102782,"HS-grad","Crafts","3",4,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100691,"HS-grad","Handler","3",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
102686,"< Bach.","Prof.","3",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
100908,"HS-grad","Handler","3",5,0,1,1,0,1,1,0,0,"I love the new on-line documentation."
101415,"PhD","Crafts","3",6,0,1,0,1,1,1,0,0,"I love the new on-line documentation."
103634,"Bach.","?","3",6,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
104328,"7th-8th","Machine","3",6,0,1,1,1,0,1,0,0,"I love the new on-line documentation."
101168,"< Bach.","Crafts","3",6,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
102693,"HS-grad","Protec.","3",6,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
100815,"Masters","Prof.","3",9,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
103441,"Bach.","TechSup","9+",2,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
104063,"< Bach.","Sales","9+",2,0,0,0,0,1,1,0,0,"I love the new on-line documentation."
102691,"9th","Other","9+",3,0,1,1,0,0,1,0,0,"I love the new on-line documentation."
101368,"Bach.","Exec.","9+",3,0,0,0,0,1,1,0,0,"I love the new on-line documentation."
101283,"< Bach.","Cleric.","9+",3,0,1,0,1,1,1,0,0,"I love the new on-line documentation."
103275,"HS-grad","Machine","9+",3,0,1,1,0,1,1,0,0,"I love the new on-line documentation."
102745,"< Bach.","?","9+",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
100615,"HS-grad","?","9+",4,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
101753,"Assoc-A","Cleric.","9+",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
102061,"HS-grad","Other","9+",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
101337,"HS-grad","Crafts","9+",5,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
101427,"HS-grad","Machine","9+",6,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
102162,"Assoc-V","Cleric.","4-5",2,0,0,0,0,1,1,0,0,"I love the new on-line documentation."
101915,"HS-grad","?","4-5",2,0,1,1,0,1,1,0,0,"I love the new on-line documentation."
103442,"9th","Other","4-5",3,0,1,1,1,0,1,0,0,"I love the new on-line documentation."
100018,"< Bach.","Handler","4-5",3,0,0,0,0,1,1,1,1,"I love the new on-line documentation."
103870,"HS-grad","Other","4-5",3,0,0,0,0,1,1,0,0,"I love the new on-line documentation."
102454,"Bach.","Prof.","4-5",4,0,1,1,1,1,1,0,0,"I love the new on-line documentation."
103529,"HS-grad","Exec.","4-5",4,0,0,0,1,1,1,0,0,"I love the new on-line documentation."
102213,"HS-grad","Machine","6-8",2,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
102121,"11th","Crafts","6-8",3,0,1,1,0,0,1,0,0,"I love the new on-line documentation."
103359,"HS-grad","Crafts","6-8",3,0,1,1,0,1,1,1,0,"I love the new on-line documentation."
100592,"HS-grad","Transp.","6-8",3,0,0,0,0,1,1,0,0,"I love the new on-line documentation."
102810,"< Bach.","Other","2",3,1,0,0,0,1,1,1,0,"I love it. Will never shop at other shops again!"
101413,"< Bach.","Exec.","2",5,1,1,0,1,1,1,0,0,"I love it. Will never shop at other shops again!"
101565,"Masters","Exec.","2",5,1,1,1,0,1,1,0,0,"I love it. Will never shop at other shops again!"
103052,"Bach.","Prof.","3",1,1,1,1,1,1,1,0,0,"I love it. Will never shop at other shops again!"
101113,"Bach.","Prof.","3",3,1,1,1,0,1,1,0,0,"I love it. Will never shop at other shops again!"
101080,"< Bach.","Cleric.","3",3,1,1,1,0,1,1,1,0,"I love it. Will never shop at other shops again!"
100989,"< Bach.","Transp.","3",3,1,1,1,0,1,1,0,0,"I love it. Will never shop at other shops again!"
104347,"Assoc-A","TechSup","3",3,1,1,1,0,1,1,0,0,"I love it. Will never shop at other shops again!"
104325,"9th","Machine","3",4,1,0,0,1,0,1,0,0,"I love it. Will never shop at other shops again!"
100254,"Bach.","Exec.","3",4,1,1,1,0,1,1,0,0,"I love it. Will never shop at other shops again!"
102695,"Bach.","Prof.","3",4,1,0,0,1,1,1,0,0,"I love it. Will never shop at other shops again!"
103337,"Bach.","Prof.","3",4,1,1,1,1,1,1,0,0,"I love it. Will never shop at other shops again!"
101009,"Bach.","Sales","3",4,1,1,0,1,1,1,0,0,"I love it. Will never shop at other shops again!"
